type,poxX,poxY,poxZ,quatX,quatY,quatZ,quatW,stampSecs,stampNSecs,recSecs,recNSecs
Mocap,0.012709,-0.167908,0.932422,0.000203081,-0.00731204,0.550739,0.834646,1541955621,121275318,1541955621,139374978
Mocap,0.0127091,-0.167916,0.932431,0.000187866,-0.00721576,0.55074,0.834645,1541955621,131230428,1541955621,149032978
Mocap,0.0127067,-0.167926,0.932428,0.000150999,-0.00725117,0.550756,0.834635,1541955621,140935496,1541955621,159608978
Mocap,0.0126996,-0.167937,0.932426,0.000106731,-0.00723862,0.550872,0.834558,1541955621,150611504,1541955621,169056978
Mocap,0.0127027,-0.167922,0.932423,0.000158719,-0.00724094,0.550828,0.834587,1541955621,161005781,1541955621,179103978
Mocap,0.0127172,-0.167924,0.932412,0.000165782,-0.00728039,0.550816,0.834595,1541955621,171614625,1541955621,189057978
Mocap,0.0127135,-0.167917,0.932409,0.000207049,-0.00731935,0.550713,0.834662,1541955621,180996476,1541955621,199118978
Mocap,0.0127091,-0.167922,0.932426,0.000165429,-0.00728779,0.550865,0.834563,1541955621,190939238,1541955621,209032978
Mocap,0.012703,-0.167911,0.932431,0.000189944,-0.00728927,0.550805,0.834602,1541955621,200817701,1541955621,219101978
Mocap,0.0127016,-0.167928,0.932422,0.000151993,-0.00723763,0.550852,0.834571,1541955621,210680066,1541955621,229058978
Mocap,0.0127128,-0.167925,0.93243,0.000165636,-0.00728585,0.550845,0.834576,1541955621,221147723,1541955621,239106978
Mocap,0.012723,-0.167948,0.932418,6.85143e-05,-0.00722002,0.550882,0.834552,1541955621,231093690,1541955621,249027978
Mocap,0.012716,-0.167919,0.932419,0.000157721,-0.00721717,0.550809,0.8346,1541955621,240949425,1541955621,259102978
Mocap,0.0126522,-0.168129,0.932609,-7.96765e-05,-0.00576619,0.552098,0.833759,1541955621,250841959,1541955621,269029978
Mocap,0.0127041,-0.167922,0.932415,0.000145403,-0.0072989,0.550732,0.83465,1541955621,260925366,1541955621,279102978
Mocap,0.0127028,-0.167928,0.932428,0.000178033,-0.00728969,0.550801,0.834605,1541955621,271332385,1541955621,289055978
Mocap,0.0127019,-0.167947,0.932424,0.00010352,-0.0071697,0.550864,0.834564,1541955621,281470168,1541955621,299107978
Mocap,0.0126416,-0.16813,0.932606,-5.33124e-05,-0.0057043,0.552078,0.833773,1541955621,290955019,1541955621,309056978
Mocap,0.0127094,-0.167919,0.932427,0.000187022,-0.00725726,0.550754,0.834636,1541955621,301386672,1541955621,319091978
Mocap,0.0127102,-0.167926,0.932414,0.000185247,-0.00728366,0.550812,0.834597,1541955621,311094883,1541955621,329056978
Mocap,0.0127084,-0.167915,0.932414,0.000190273,-0.00725236,0.550777,0.834621,1541955621,321350571,1541955621,339113978
Mocap,0.0127084,-0.167927,0.932419,0.000162277,-0.00724014,0.55083,0.834586,1541955621,330991183,1541955621,349057978
Mocap,0.0127117,-0.167922,0.932419,0.000169986,-0.00723741,0.550802,0.834605,1541955621,341865287,1541955621,360907032
Mocap,0.0127121,-0.167921,0.932415,0.000163717,-0.00727814,0.550774,0.834623,1541955621,350994201,1541955621,370665032
Mocap,0.012703,-0.167923,0.932421,0.000169471,-0.00724705,0.550791,0.834612,1541955621,361099764,1541955621,380707032
Mocap,0.0127071,-0.167916,0.932435,0.00020071,-0.00728629,0.550816,0.834595,1541955621,371064840,1541955621,390636032
Mocap,0.0127097,-0.167919,0.93243,0.000178488,-0.00725949,0.550817,0.834595,1541955621,381080847,1541955621,400702032
Mocap,0.012708,-0.167943,0.932425,0.00010829,-0.0072466,0.5509,0.83454,1541955621,391550234,1541955621,410656032
Mocap,0.0127083,-0.167941,0.93241,0.000136697,-0.00726151,0.55083,0.834586,1541955621,401622523,1541955621,420679032
Mocap,0.0127144,-0.167943,0.932424,0.000101001,-0.00718645,0.550884,0.834551,1541955621,410895111,1541955621,430654032
Mocap,0.0127215,-0.167938,0.932418,7.40581e-05,-0.00726685,0.550879,0.834554,1541955621,420780323,1541955621,440700032
Mocap,0.0127142,-0.167912,0.932422,0.000209781,-0.0073284,0.550782,0.834617,1541955621,431083897,1541955621,450654032
Mocap,0.0127067,-0.167925,0.932418,0.000164453,-0.00728039,0.550774,0.834623,1541955621,440886238,1541955621,460699032
Mocap,0.0127126,-0.167937,0.932419,0.000128478,-0.00723927,0.550844,0.834577,1541955621,451049485,1541955621,470654032
Mocap,0.0126428,-0.168136,0.932613,-0.00011275,-0.00565524,0.552136,0.833735,1541955621,461135446,1541955621,480708032
Mocap,0.012642,-0.168135,0.932611,-5.06064e-05,-0.00570138,0.552028,0.833806,1541955621,471189298,1541955621,490686032
Mocap,0.012719,-0.167931,0.93242,0.000130675,-0.00722518,0.550837,0.834581,1541955621,481187753,1541955621,500936032
Mocap,0.012716,-0.167923,0.932409,0.000164492,-0.00728776,0.550807,0.834601,1541955621,491217651,1541955621,510694032
Mocap,0.0127135,-0.167928,0.932417,0.000160133,-0.00725519,0.550812,0.834598,1541955621,501101593,1541955621,520931032
